
Qf{a}expletive,—,Sf{tu},Qf{a}Sf{tu},Qf{a}Sf{tu}Df{d}Ff{z}If{i},Qf{a}Sf{tu}Df{d}If{i},Qf{a}Sf{tu}Ff{s}If{i},Qf{a}Sf{tu}Df{d}Ef{a},Qf{a}Sf{too}df{Ff{s}},Qf{a}Sf{tu}Ff{s}Ef{a},Qf{a}Sf{tu}If{w}Ef{a},Qf{a}Sf{too},
Qf{ka}qualifier,—,Sf{tu},Qf{ka}Sf{tu},Qf{ka}Sf{tu}Df{d}Ff{z}If{i},Qf{ka}Sf{tu}Df{d}If{i},Qf{ka}Sf{tu}Ff{s}If{i},Qf{ka}Sf{tu}Df{d}Ef{a},Qf{ka}Sf{too}df{Ff{s}},Qf{ka}Sf{tu}Ff{s}Ef{a},Qf{ka}Sf{tu}If{w}Ef{a},Qf{ka}Sf{too},
Qf{x̱ʼe}‘mouth’,—,Sf{tu},Qf{x̱ʼe}Sf{tu},Qf{x̱ʼa}Sf{tu}Df{d}Ff{z}If{i},Qf{x̱ʼa}Sf{tu}Df{d}If{i},Qf{x̱ʼa}Sf{tu}Ff{s}If{i},Qf{x̱ʼa}Sf{tu}Df{d}Ef{a},Qf{x̱ʼa}Sf{too}df{Ff{s}},Qf{x̱ʼa}Sf{tu}Ff{s}Ef{a},Qf{x̱ʼa}Sf{tu}If{w}Ef{a},Qf{x̱ʼa}Sf{too},
Qf{ji}‘hand’,—,Sf{tu},Qf{ji}Sf{tu},Qf{ji}Sf{tu}Df{d}Ff{z}If{i},Qf{ji}Sf{tu}Df{d}If{i},Qf{ji}Sf{tu}Ff{s}If{i},Qf{ji}Sf{tu}Df{d}Ef{a},Qf{ji}Sf{too}df{Ff{s}},Qf{ji}Sf{tu}Ff{s}Ef{a},Qf{ji}Sf{tu}If{w}Ef{a},Qf{ji}Sf{too},
Qf{tu}‘inside’,—,Sf{tu},Qf{tu}Sf{tu},Qf{tu}Sf{tu}Df{d}Ff{z}If{i},Qf{tu}Sf{tu}Df{d}If{i},Qf{tu}Sf{tu}Ff{s}If{i},Qf{tu}Sf{tu}Df{d}Ef{a},Qf{tu}Sf{too}df{Ff{s}},Qf{tu}Sf{tu}Ff{s}Ef{a},Qf{tu}Sf{tu}If{w}Ef{a},Qf{tu}Sf{too},


—,—,Sf{i},Sf{i},Sf{i}Df{d}Ff{z}If{i},Sf{i}Df{d}If{i},Sf{i}Ff{s}If{i},Sf{i}Df{d}Ef{a},Sf{ee}df{Ff{s}},Sf{i}Ff{s}Ef{a},Sf{i}If{y}Ef{a},Sf{ee},
Qf{a}expletive,—,Sf{i},Qf{a}Sf{i},Qf{e}Sf{e}Df{d}Ff{z}If{i},Qf{e}Sf{e}Df{d}If{i},Qf{e}Sf{e}Ff{s}If{i},Qf{e}Sf{e}Df{d}Ef{a},Qf{e}Sf{e}df{Ff{s}},Qf{e}Sf{e}Ff{s}Ef{a},Qf{e}Sf{e}If{y}Ef{a},Qf{e}Sf{e},
Qf{ka}qualifier,—,Sf{i},Qf{ka}Sf{i},Qf{k}Sf{ee}Df{d}Ff{z}If{i},Qf{k}Sf{ee}Df{d}If{i},Qf{k}Sf{ee}Ff{s}If{i},Qf{k}Sf{ee}Df{d}Ef{a},Qf{k}Sf{ee}df{Ff{s}},Qf{k}Sf{ee}Ff{s}Ef{a},Qf{k}Sf{ee}If{y}Ef{a},Qf{k}Sf{ee},
Qf{x̱ʼe}‘mouth’,—,Sf{i},Qf{x̱ʼe}Sf{i},Qf{x̱ʼ}Sf{ee}Df{d}Ff{z}If{i},Qf{x̱ʼ}Sf{ee}Df{d}If{i},Qf{x̱ʼ}Sf{ee}Ff{s}If{i},Qf{x̱ʼ}Sf{ee}Df{d}Ef{a},Qf{x̱ʼ}Sf{ee}df{Ff{s}},Qf{x̱ʼ}Sf{ee}Ff{s}Ef{a},Qf{x̱ʼ}Sf{ee}If{y}Ef{a},Qf{x̱ʼ}Sf{ee},
Qf{ji}‘hand’,—,Sf{i},Qf{ji}Sf{i},Qf{j}Sf{ee}Df{d}Ff{z}If{i},Qf{j}Sf{ee}Df{d}If{i},Qf{j}Sf{ee}Ff{s}If{i},Qf{j}Sf{ee}Df{d}Ef{a},Qf{j}Sf{ee}df{Ff{s}},Qf{j}Sf{ee}Ff{s}Ef{a},Qf{j}Sf{ee}If{y}Ef{a},Qf{j}Sf{ee},
Qf{tu}‘inside’,—,Sf{i},Qf{tu}Sf{i},Qf{t}Sf{ee}Df{d}Ff{z}If{i},Qf{t}Sf{ee}Df{d}If{i},Qf{t}Sf{ee}Ff{s}If{i},Qf{t}Sf{ee}Df{d}Ef{a},Qf{t}Sf{ee}df{Ff{s}},Qf{t}Sf{ee}Ff{s}Ef{a},Qf{t}Sf{ee}If{y}Ef{a},Qf{t}Sf{ee},


—,—,Sf{yi},Sf{yi},Sf{yeey}Df{d}Ff{z}If{i},Sf{yeey}Df{d}If{i},Sf{yeey}Ff{s}If{i},Sf{yi}Df{d}Ef{a},Sf{yi}df{Ff{s}},Sf{yi}Ff{s}Ef{a},Sf{yee}If{y},Sf{yi},
Qf{a}expletive,—,Sf{yi},Qf{a}Sf{yi},Qf{a}Sf{y}Df{d}Ff{z}If{i},Qf{a}Sf{y}Df{d}If{i},Qf{a}Sf{y}Ff{s}If{i},Qf{a}Sf{y}Df{d}Ef{a},Qf{a}Sf{yi}df{Ff{s}},Qf{a}Sf{y}Ff{s}Ef{a},Qf{a}Sf{yee}If{y},Qf{a}Sf{y},
Qf{ka}qualifier,—,Sf{yi},Qf{ka}Sf{yi},Qf{ka}Sf{y}Df{d}Ff{z}If{i},Qf{ka}Sf{y}Df{d}If{i},Qf{ka}Sf{y}Ff{s}If{i},Qf{ka}Sf{y}Df{d}Ef{a},Qf{ka}Sf{yi}df{Ff{s}},Qf{ka}Sf{y}Ff{s}Ef{a},Qf{ka}Sf{yee}If{y},Qf{ka}Sf{y},
Qf{x̱ʼe}‘mouth’,—,Sf{yi},Qf{x̱ʼe}Sf{yi},Qf{x̱ʼa}Sf{y}Df{d}Ff{z}If{i},Qf{x̱ʼa}Sf{y}Df{d}If{i},Qf{x̱ʼa}Sf{y}Ff{s}If{i},Qf{x̱ʼa}Sf{y}Df{d}Ef{a},Qf{x̱ʼa}Sf{yi}df{Ff{s}},Qf{x̱ʼa}Sf{y}Ff{s}Ef{a},Qf{x̱ʼa}Sf{yee}If{y},Qf{x̱ʼa}Sf{y},
Qf{ji}‘hand’,—,Sf{yi},Qf{ji}Sf{yi},Qf{ji}Sf{y}Df{d}Ff{z}If{i},Qf{ji}Sf{y}Df{d}If{i},Qf{ji}Sf{y}Ff{s}If{i},Qf{ji}Sf{y}Df{d}Ef{a},Qf{ji}Sf{yi}df{Ff{s}},Qf{ji}Sf{y}Ff{s}Ef{a},Qf{ji}Sf{yee}If{y},Qf{ji}Sf{y},
Qf{tu}‘inside’,—,Sf{yi},Qf{tu}Sf{yi},Qf{tu}Sf{y}Df{d}Ff{z}If{i},Qf{tu}Sf{y}Df{d}If{i},Qf{tu}Sf{y}Ff{s}If{i},Qf{tu}Sf{y}Df{d}Ef{a},Qf{tu}Sf{yi}df{Ff{s}},Qf{tu}Sf{y}Ff{s}Ef{a},Qf{tu}Sf{yee}If{y},Qf{tu}Sf{y},


—,—,Sf{du},Sf{du},Sf{du}Df{d}Ff{z}If{i},⁎,⁎,⁎,Sf{du}df{Ff{s}},⁎,Sf{du}If{w}Ef{a},Sf{du},
Qf{a}expletive,—,Sf{du},Qf{a}Sf{du},Qf{a}Sf{du}Df{d}Ff{z}If{i},⁎,⁎,⁎,Qf{a}Sf{du}df{Ff{s}},⁎,Qf{a}Sf{du}If{w}Ef{a},Qf{a}Sf{du},
Qf{ka}qualifier,—,Sf{du},Qf{ka}Sf{du},Qf{ka}Sf{du}Df{d}Ff{z}If{i},⁎,⁎,⁎,Qf{ka}Sf{du}df{Ff{s}},⁎,Qf{ka}Sf{du}If{w}Ef{a},Qf{ka}Sf{du},
Qf{x̱ʼe}‘mouth’,—,Sf{du},Qf{x̱ʼe}Sf{du},Qf{x̱ʼa}Sf{du}Df{d}Ff{z}If{i},⁎,⁎,⁎,Qf{x̱ʼa}Sf{du}df{Ff{s}},⁎,Qf{x̱ʼa}Sf{du}If{w}Ef{a},Qf{x̱ʼa}Sf{du},
Qf{ji}‘hand’,—,Sf{du},Qf{ji}Sf{du},Qf{ji}Sf{du}Df{d}Ff{z}If{i},⁎,⁎,⁎,Qf{ji}Sf{du}df{Ff{s}},⁎,Qf{ji}Sf{du}If{w}Ef{a},Qf{ji}Sf{du},
Qf{tu}‘inside’,—,Sf{du},Qf{tu}Sf{du},Qf{tu}Sf{du}Df{d}Ff{z}If{i},⁎,⁎,⁎,Qf{tu}Sf{du}df{Ff{s}},⁎,Qf{tu}Sf{du}If{w}Ef{a},Qf{tu}Sf{du},


—,Rf{u},—,Rf{u},Rf{u}Df{d}Ff{z}If{i},Rf{u}Df{d}If{i},Rf{u}Ff{s}If{i},Rf{u}Df{d}Ef{a},Rf{u}df{Ff{s}},Rf{u}Ff{s},Rf{u}If{w}Ef{a},Rf{u},
Qf{a}arg./expl.,Rf{u},—,Qf{a}Rf{u},Qf{o}Rf{o}Df{d}Ff{z}If{i},Qf{o}Rf{o}Df{d}If{i},Qf{o}Rf{o}Ff{s}If{i},Qf{o}Rf{o}Df{d}Ef{a},Qf{o}Rf{o}df{Ff{s}},Qf{o}Rf{o}Ff{s},Qf{o}Rf{o}If{w}Ef{a},Qf{o}Rf{o},
Qf{ka}qualifier,Rf{u},—,Qf{ka}Rf{u},Qf{ko}Rf{o}Df{d}Ff{z}If{i},Qf{ko}Rf{o}Df{d}If{i},Qf{ko}Rf{o}Ff{s}If{i},Qf{ko}Rf{o}Df{d}Ef{a},Qf{ko}Rf{o}df{Ff{s}},Qf{ko}Rf{o}Ff{s},Qf{ko}Rf{o}If{w}Ef{a},Qf{ko}Rf{o},
Qf{x̱ʼe}‘mouth’,Rf{u},—,Qf{x̱ʼe}Rf{u},Qf{x̱ʼe}Rf{i}Df{d}Ff{z}If{i},Qf{x̱ʼe}Rf{i}Df{d}If{i},Qf{x̱ʼe}Rf{i}Ff{s}If{i},Qf{x̱ʼe}Rf{i}Df{d}Ef{a},Qf{x̱ʼe}Rf{i}df{Ff{s}},Qf{x̱ʼe}Rf{i}Ff{s},Qf{x̱ʼe}Rf{i}If{w}Ef{a},Qf{x̱ʼe}Rf{i},
Qf{ji}‘hand’,Rf{u},—,Qf{ji}Rf{u},Qf{je}Rf{e}Df{d}Ff{z}If{i},Qf{je}Rf{e}Df{d}If{i},Qf{je}Rf{e}Ff{s}If{i},Qf{je}Rf{e}Df{d}Ef{a},Qf{je}Rf{e}df{Ff{s}},Qf{je}Rf{e}Ff{s},Qf{je}Rf{e}If{y}Ef{a},Qf{je}Rf{e},
Qf{tu}‘inside’,Rf{u},—,Qf{tu}Rf{u},Qf{to}Rf{o}Df{d}Ff{z}If{i},Qf{to}Rf{o}Df{d}If{i},Qf{to}Rf{o}Ff{s}If{i},Qf{to}Rf{o}Df{d}Ef{a},Qf{to}Rf{o}df{Ff{s}},Qf{to}Rf{o}Ff{s},Qf{to}Rf{o}If{w}Ef{a},Qf{to}Rf{o},


—,Rf{u},Sf{x̱},Rf{u}Sf{x̱},Sf{x̱}Rf{w}Ef{a}Df{d}Ff{z}If{i},Sf{x̱}Rf{w}Ef{a}Df{d}If{i},Sf{x̱}Rf{w}Ef{a}Ff{s}If{i},Sf{x̱}Rf{w}Ef{a}Df{d}Ef{a},Sf{x̱}Rf{w}Ef{a}df{Ff{s}},Sf{x̱}Rf{w}Ef{a}Ff{s}Ef{a},Sf{x̱}Rf{w}Ef{a}If{a},Sf{x̱}Rf{w}Ef{a},
,,,,Rf{u}Sf{x̱}Df{d}Ff{z}If{i},Rf{u}Sf{x̱}Df{d}If{i},Rf{u}Sf{x̱}Ff{s}If{i},Rf{u}Sf{x̱}Df{d}Ef{a},,Rf{u}Sf{x̱}Ff{s}Ef{a},Rf{u}Sf{x̱}Ef{a}If{a},Rf{u}Sf{x̱}Ef{a},
Qf{a}expletive,Rf{u},Sf{x̱},Qf{a}Rf{u}Sf{x̱},Qf{a}Sf{x̱}Rf{w}Df{d}Ff{z}If{i},Qf{a}Sf{x̱}Rf{w}Df{d}If{i},Qf{a}Sf{x̱}Rf{w}Ff{s}If{i},Qf{a}Sf{x̱}Rf{w}Df{d}Ef{a},Qf{a}Sf{x̱}Rf{w}Ef{a}df{Ff{s}},Qf{a}Sf{x̱}Rf{w}Ff{s}Ef{a},Qf{a}Sf{x̱}Rf{w}Ef{a}If{a},Qf{a}Sf{x̱}Rf{w}Ef{a},
,,,,Qf{o}Rf{o}Sf{x̱}Df{d}Ff{z}If{i},Qf{o}Rf{o}Sf{x̱}Df{d}If{i},Qf{o}Rf{o}Sf{x̱}Ff{s}If{i},Qf{o}Rf{o}Sf{x̱}Df{d}Ef{a},Qf{o}Rf{o}Sf{x̱}Ef{a}df{Ff{s}},Qf{o}Rf{o}Sf{x̱}Ff{s}Ef{a},Qf{o}Rf{o}Sf{x̱}Ef{a}If{a},Qf{o}Rf{o}Sf{x̱}Ef{a},
Qf{ka}qualifier,Rf{u},Sf{x̱},Qf{ka}Rf{u}Sf{x̱},Qf{ko}Rf{o}Sf{x̱}Df{d}Ff{z}If{i},Qf{ko}Rf{o}Sf{x̱}Df{d}If{i},Qf{ko}Rf{o}Sf{x̱}Ff{s}If{i},Qf{ko}Rf{o}Sf{x̱}Df{d}Ef{a},Qf{ko}Rf{o}Sf{x̱}Ef{a}df{Ff{s}},Qf{ko}Rf{o}Sf{x̱}Ff{s}Ef{a},Qf{ko}Rf{o}Sf{x̱}Ef{a}If{a},Qf{ko}Rf{o}Sf{x̱}Ef{a},
Qf{x̱ʼe}‘mouth’,Rf{u},Sf{x̱},Qf{x̱ʼe}Rf{u}Sf{x̱},Qf{x̱ʼe}Rf{i}Sf{x̱}Df{d}Ff{z}If{i},Qf{x̱ʼe}Rf{i}Sf{x̱}Df{d}If{i},Qf{x̱ʼe}Rf{i}Sf{x̱}Ff{s}If{i},Qf{x̱ʼe}Rf{i}Sf{x̱}Df{d}Ef{a},Qf{x̱ʼe}Rf{i}Sf{x̱}Ef{a}df{Ff{s}},Qf{x̱ʼe}Rf{i}Sf{x̱}Ff{s}Ef{a},Qf{x̱ʼe}Rf{i}Sf{x̱}Ef{a}If{a},Qf{x̱ʼe}Rf{i}Sf{x̱}Ef{a},
Qf{ji}‘hand’,Rf{u},Sf{x̱},Qf{ji}Rf{u}Sf{x̱},Qf{je}Rf{e}Sf{x̱}Df{d}Ff{z}If{i},Qf{je}Rf{e}Sf{x̱}Df{d}If{i},Qf{je}Rf{e}Sf{x̱}Ff{s}If{i},Qf{je}Rf{e}Sf{x̱}Df{d}Ef{a},Qf{je}Rf{e}Sf{x̱}Ef{a}df{Ff{s}},Qf{je}Rf{e}Sf{x̱}Ff{s}Ef{a},Qf{je}Rf{e}Sf{x̱}Ef{a}If{a},Qf{je}Rf{e}Sf{x̱}Ef{a},
,,,,Qf{ji}Sf{x̱}Rf{w}Df{d}Ff{z}If{i},Qf{ji}Sf{x̱}Rf{w}Df{d}If{i},Qf{ji}Sf{x̱}Rf{w}Ff{s}If{i},Qf{ji}Sf{x̱}Rf{w}Df{d}Ef{a},Qf{ji}Sf{x̱}Rf{w}Ef{a}df{Ff{s}},Qf{ji}Sf{x̱}Rf{w}Ff{s}Ef{a},Qf{ji}Sf{x̱}Rf{w}Ef{a}If{a},Qf{ji}Sf{x̱}Rf{w}Ef{a},
Qf{tu}‘inside’,Rf{u},Sf{x̱},Qf{tu}Rf{u}Sf{x̱},Qf{to}Rf{o}Sf{x̱}Df{d}Ff{z}If{i},Qf{to}Rf{o}Sf{x̱}Df{d}If{i},Qf{to}Rf{o}Sf{x̱}Ff{s}If{i},Qf{to}Rf{o}Sf{x̱}Df{d}Ef{a},Qf{to}Rf{o}Sf{x̱}Ef{a}df{Ff{s}},Qf{to}Rf{o}Sf{x̱}Ff{s}Ef{a},Qf{to}Rf{o}Sf{x̱}Ef{a}If{a},Qf{to}Rf{o}Sf{x̱}Ef{a},
,,,,,,,,Qf{tu}Sf{x̱}Rf{w}Ef{a}df{Ff{s}},,Qf{tu}Sf{x̱}Rf{w}Ef{a}If{a},Qf{tu}Sf{x̱}Rf{w}Ef{a},


—,Rf{u},Sf{tu},Rf{u}Sf{tu},Sf{tu}Df{d}Ff{z}If{i},Sf{tu}Df{d}If{i},Sf{tu}Ff{s}If{i},Sf{tu}Df{d}Ef{a},Sf{too}df{Ff{s}},Sf{tu}Ff{s}Ef{a},Sf{tu}If{w}Ef{a},Sf{too},
Qf{a}expletive,Rf{u},Sf{tu},Qf{a}Rf{u}Sf{tu},Qf{a}Sf{tu}Df{d}Ff{z}If{i},Qf{a}Sf{tu}Df{d}If{i},Qf{a}Sf{tu}Ff{s}If{i},Qf{a}Sf{tu}Df{d}Ef{a},Qf{a}Sf{too}df{Ff{s}},Qf{a}Sf{tu}Ff{s}Ef{a},Qf{a}Sf{tu}If{w}Ef{a},Qf{a}Sf{too},
Qf{ka}qualifier,Rf{u},Sf{tu},Qf{ka}Rf{u}Sf{tu},Qf{ka}Sf{tu}Df{d}Ff{z}If{i},Qf{ka}Sf{tu}Df{d}If{i},Qf{ka}Sf{tu}Ff{s}If{i},Qf{ka}Sf{tu}Df{d}Ef{a},Qf{ka}Sf{too}df{Ff{s}},Qf{ka}Sf{tu}Ff{s}Ef{a},Qf{ka}Sf{tu}If{w}Ef{a},Qf{ka}Sf{too},
Qf{x̱ʼe}‘mouth’,Rf{u},Sf{tu},Qf{x̱ʼe}Rf{u}Sf{tu},Qf{x̱ʼa}Sf{tu}Df{d}Ff{z}If{i},Qf{x̱ʼa}Sf{tu}Df{d}If{i},Qf{x̱ʼa}Sf{tu}Ff{s}If{i},Qf{x̱ʼa}Sf{tu}Df{d}Ef{a},Qf{x̱ʼa}Sf{too}df{Ff{s}},Qf{x̱ʼa}Sf{tu}Ff{s}Ef{a},Qf{x̱ʼa}Sf{tu}If{w}Ef{a},Qf{x̱ʼa}Sf{too},
Qf{ji}‘hand’,Rf{u},Sf{tu},Qf{ji}Rf{u}Sf{tu},Qf{ji}Sf{tu}Df{d}Ff{z}If{i},Qf{ji}Sf{tu}Df{d}If{i},Qf{ji}Sf{tu}Ff{s}If{i},Qf{ji}Sf{tu}Df{d}Ef{a},Qf{ji}Sf{too}df{Ff{s}},Qf{ji}Sf{tu}Ff{s}Ef{a},Qf{ji}Sf{tu}If{w}Ef{a},Qf{ji}Sf{too},
Qf{tu}‘inside’,Rf{u},Sf{tu},Qf{tu}Rf{u}Sf{tu},Qf{tu}Sf{tu}Df{d}Ff{z}If{i},Qf{tu}Sf{tu}Df{d}If{i},Qf{tu}Sf{tu}Ff{s}If{i},Qf{tu}Sf{tu}Df{d}Ef{a},Qf{tu}Sf{too}df{Ff{s}},Qf{tu}Sf{tu}Ff{s}Ef{a},Qf{tu}Sf{tu}If{w}Ef{a},Qf{tu}Sf{too},


—,Rf{u},Sf{i},Rf{u}Sf{i},Sf{i}Df{d}Ff{z}If{i},Sf{i}Df{d}If{i},Sf{i}Ff{s}If{i},Sf{i}Df{d}Ef{a},Sf{ee}df{Ff{s}},Sf{i}Ff{s}Ef{a},Sf{i}If{y}Ef{a},Sf{ee},
Qf{a}expletive,Rf{u},Sf{i},Qf{a}Rf{u}Sf{i},Qf{e}Sf{e}Df{d}Ff{z}If{i},Qf{e}Sf{e}Df{d}If{i},Qf{e}Sf{e}Ff{s}If{i},Qf{e}Sf{e}Df{d}Ef{a},Qf{e}Sf{e}df{Ff{s}},Qf{e}Sf{e}Ff{s}Ef{a},Qf{e}Sf{e}If{y}Ef{a},Qf{e}Sf{e},
Qf{ka}qualifier,Rf{u},Sf{i},Qf{ka}Rf{u}Sf{i},Qf{k}Sf{ee}Df{d}Ff{z}If{i},Qf{k}Sf{ee}Df{d}If{i},Qf{k}Sf{ee}Ff{s}If{i},Qf{k}Sf{ee}Df{d}Ef{a},Qf{k}Sf{ee}df{Ff{s}},Qf{k}Sf{ee}Ff{s}Ef{a},Qf{k}Sf{ee}If{y}Ef{a},Qf{k}Sf{ee},
Qf{x̱ʼe}‘mouth’,Rf{u},Sf{i},Qf{x̱ʼe}Rf{u}Sf{i},Qf{x̱ʼ}Sf{ee}Df{d}Ff{z}If{i},Qf{x̱ʼ}Sf{ee}Df{d}If{i},Qf{x̱ʼ}Sf{ee}Ff{s}If{i},Qf{x̱ʼ}Sf{ee}Df{d}Ef{a},Qf{x̱ʼ}Sf{ee}df{Ff{s}},Qf{x̱ʼ}Sf{ee}Ff{s}Ef{a},Qf{x̱ʼ}Sf{ee}If{y}Ef{a},Qf{x̱ʼ}Sf{ee},
Qf{ji}‘hand’,Rf{u},Sf{i},Qf{ji}Rf{u}Sf{i},Qf{j}Sf{ee}Df{d}Ff{z}If{i},Qf{j}Sf{ee}Df{d}If{i},Qf{j}Sf{ee}Ff{s}If{i},Qf{j}Sf{ee}Df{d}Ef{a},Qf{j}Sf{ee}df{Ff{s}},Qf{j}Sf{ee}Ff{s}Ef{a},Qf{j}Sf{ee}If{y}Ef{a},Qf{j}Sf{ee},
Qf{tu}‘inside’,Rf{u},Sf{i},Qf{tu}Rf{u}Sf{i},Qf{t}Sf{ee}Df{d}Ff{z}If{i},Qf{t}Sf{ee}Df{d}If{i},Qf{t}Sf{ee}Ff{s}If{i},Qf{t}Sf{ee}Df{d}Ef{a},Qf{t}Sf{ee}df{Ff{s}},Qf{t}Sf{ee}Ff{s}Ef{a},Qf{t}Sf{ee}If{y}Ef{a},Qf{t}Sf{ee},


—,Rf{u},Sf{yi},Rf{u}Sf{yi},Sf{yeey}Df{d}Ff{z}If{i},Sf{yeey}Df{d}If{i},Sf{yeey}Ff{s}If{i},Sf{yi}Df{d}Ef{a},Sf{yi}df{Ff{s}},Sf{yi}Ff{s}Ef{a},Sf{yee}If{y},Sf{yi},
Qf{a}expletive,Rf{u},Sf{yi},Qf{a}Rf{u}Sf{yi},Qf{a}Sf{y}Df{d}Ff{z}If{i},Qf{a}Sf{y}Df{d}If{i},Qf{a}Sf{y}Ff{s}If{i},Qf{a}Sf{y}Df{d}Ef{a},Qf{a}Sf{yi}df{Ff{s}},Qf{a}Sf{y}Ff{s}Ef{a},Qf{a}Sf{yee}If{y},Qf{a}Sf{y},
